Question	Answer	Source	Metadata
Soy auxiliar de enfermería 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy procurador 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy procuradora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy notario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy notaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy limpiadora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy abogado 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy directora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy juez 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy paseadora de perros 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy director de cine 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy actriz 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy actor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy odontólogo 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy odontóloga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy dentista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy director 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy comercial 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy pintor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy pintora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy asistenta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy asistente personal 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy oftalmólogo 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy oftalmóloga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy abogada 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy gestora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser actriz 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy tendero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy tendera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy informática 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy informático 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy manager 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy jefe 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy jefa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy gestor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy americano 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy deportista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy español 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy española 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy belga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy francés 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy francesa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser tenista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy italiano 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser ciclista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy estadounidense 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy ruso 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy rusa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy alemán 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy hindú 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy vegano 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser paseadora de perros 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy italiana 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser odontólogo 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser limpiadora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser director 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser directora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser paseador de perros 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser paseadora de perros 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser director de cine 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser jugador de baloncesto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser actor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy animalista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser odontóloga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser dentista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser secretaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser secretario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser futbolista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser astronauta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser piloto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser actriz 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser rica 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy vegetariano 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser vegetariano 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser deportista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser animalista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser taurino 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser antitaurino 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser hindú 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser listo 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser alemán 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser español 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser española 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser belga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser francés 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser francesa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser italiana 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy rico 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser inteligente 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser francés 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy taurino 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy antitaurino 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy inteligente 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy listo 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy rica 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser español 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser vegano 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser belga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser procuradora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser francesa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser italiana 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser italiano 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser americano 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser estadounidense 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser ruso 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser rusa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser española 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser mecánico 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser notaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser cocinera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser ama de casa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser camarero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser camarera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser economista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser policía 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser cuentista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser comunista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser mecánica 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser monitora de gimnasio 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser boxeador 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser boxeadora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser enfermera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser enfermero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser médico 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser guionista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser astronauta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser rico 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser actor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser odontólogo 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser odontóloga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser dentista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser secretaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser cocinero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser futbolista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser conductor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser piloto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser ciclista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser tenista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser jugador de baloncesto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser de centro 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser de derechas 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser de izquierdas 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser secretario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser manager 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser oftalmóloga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser gestor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser gestora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser comercial 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser tendero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser tendera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser albañil 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser informático 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser asistenta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser jefe 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser jefa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser juez 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser abogado 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser abogada 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser procurador 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser director de cine 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser informática 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser dibujante 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser notario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser conductor de autobús 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser camionera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser camionero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser taxista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser ingeniero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser ingeniera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser oftalmólogo 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser arquitecta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser asistente personal 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser auxiliar 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser auxiliar de enfermería 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser veterinario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser veterinaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser pintor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser pintora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser fontanero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Me gustaría ser arquitecto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Eso era divertido 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una gracia 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era un chiste 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una tontería 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una mofa 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una bufonada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una broma 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso ha sido una vacilada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era cómico 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una vacilada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una guasa 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era un vacile 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una trastada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una inocentada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una vacilada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era un pitorreo 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era gracioso 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es gracioso 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Ha sido una mofa 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso ha sido una ganasada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso ha sido una gracia 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es un chiste 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una tontería 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una mofa 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una ganasada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una broma 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es un pitorreo 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es cómico 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es divertido 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una guasa 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es un vacile 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una trastada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una inocentada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía ser un chiste 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso es una bufonada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera una trastada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso era una ganasada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera una bufonada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera una broma 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera gracioso 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera cómico 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera divertido 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera una tontería 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera un vacile 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera un chiste 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera una inocentada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera una vacilada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera un pitorreo 	Vale. 	qna_chitchat_Professional	editorial:chitchat
Eso pretendía que fuera una ganasada 	Vale. 	qna_chitchat_Professional	editorial:chitchat
